,Ensemble,Activation function,# of hidden layers,Neurons per layer,Accuracy,Precision,Recall,F1
287,"ridge, log_reg",relu,25,20,0.9182547642928787,0.9190779794016675,0.9208845208845209,0.9199803632793324
288,"ridge, knn",identity,1,1,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
289,"ridge, knn",identity,1,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
290,"ridge, knn",identity,1,20,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
291,"ridge, knn",identity,10,1,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
292,"ridge, knn",identity,10,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
293,"ridge, knn",identity,10,20,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
294,"ridge, knn",identity,25,1,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
295,"ridge, knn",identity,25,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
296,"ridge, knn",identity,25,20,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
297,"ridge, knn",logistic,1,1,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
298,"ridge, knn",logistic,1,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
299,"ridge, knn",logistic,1,20,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
300,"ridge, knn",logistic,10,1,0.48971915747241723,0.0,0.0,0.0
301,"ridge, knn",logistic,10,10,0.48971915747241723,0.0,0.0,0.0
302,"ridge, knn",logistic,10,20,0.5102808425275828,0.5102808425275828,1.0,0.6757429852233107
303,"ridge, knn",logistic,25,1,0.5102808425275828,0.5102808425275828,1.0,0.6757429852233107
304,"ridge, knn",logistic,25,10,0.48971915747241723,0.0,0.0,0.0
305,"ridge, knn",logistic,25,20,0.48971915747241723,0.0,0.0,0.0
306,"ridge, knn",tanh,1,1,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
307,"ridge, knn",tanh,1,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
308,"ridge, knn",tanh,1,20,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
309,"ridge, knn",tanh,10,1,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
310,"ridge, knn",tanh,10,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
311,"ridge, knn",tanh,10,20,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
312,"ridge, knn",tanh,25,1,0.5102808425275828,0.5102808425275828,1.0,0.6757429852233107
313,"ridge, knn",tanh,25,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
314,"ridge, knn",tanh,25,20,0.9062186559679037,0.9631901840490797,0.8486486486486486,0.9022988505747126
315,"ridge, knn",relu,1,1,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
316,"ridge, knn",relu,1,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
317,"ridge, knn",relu,1,20,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
318,"ridge, knn",relu,10,1,0.48971915747241723,0.0,0.0,0.0
319,"ridge, knn",relu,10,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
320,"ridge, knn",relu,10,20,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
321,"ridge, knn",relu,25,1,0.5102808425275828,0.5102808425275828,1.0,0.6757429852233107
322,"ridge, knn",relu,25,10,0.48971915747241723,0.0,0.0,0.0
323,"ridge, knn",relu,25,20,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
324,"svm, neural_network",identity,1,1,0.9230190571715146,0.9354838709677419,0.912039312039312,0.9236128390146803
325,"svm, neural_network",identity,1,10,0.936308926780341,0.9454727363681841,0.9287469287469288,0.9370352007932573
326,"svm, neural_network",identity,1,20,0.936308926780341,0.9454727363681841,0.9287469287469288,0.9370352007932573
327,"svm, neural_network",identity,10,1,0.9230190571715146,0.9354838709677419,0.912039312039312,0.9236128390146803
328,"svm, neural_network",identity,10,10,0.936308926780341,0.9454727363681841,0.9287469287469288,0.9370352007932573
329,"svm, neural_network",identity,10,20,0.936308926780341,0.9454727363681841,0.9287469287469288,0.9370352007932573
330,"svm, neural_network",identity,25,1,0.9230190571715146,0.9354838709677419,0.912039312039312,0.9236128390146803
331,"svm, neural_network",identity,25,10,0.9242728184553661,0.9656098871574422,0.8830466830466831,0.9224845995893224
332,"svm, neural_network",identity,25,20,0.936308926780341,0.9454727363681841,0.9287469287469288,0.9370352007932573
333,"svm, neural_network",logistic,1,1,0.9350551654964895,0.9184731385485391,0.9577395577395578,0.9376954534520087
334,"svm, neural_network",logistic,1,10,0.9350551654964895,0.9184731385485391,0.9577395577395578,0.9376954534520087
335,"svm, neural_network",logistic,1,20,0.9350551654964895,0.9184731385485391,0.9577395577395578,0.9376954534520087
336,"svm, neural_network",logistic,10,1,0.48971915747241723,0.0,0.0,0.0
337,"svm, neural_network",logistic,10,10,0.48971915747241723,0.0,0.0,0.0
338,"svm, neural_network",logistic,10,20,0.5102808425275828,0.5102808425275828,1.0,0.6757429852233107
339,"svm, neural_network",logistic,25,1,0.5102808425275828,0.5102808425275828,1.0,0.6757429852233107
340,"svm, neural_network",logistic,25,10,0.48971915747241723,0.0,0.0,0.0
341,"svm, neural_network",logistic,25,20,0.48971915747241723,0.0,0.0,0.0
342,"svm, neural_network",tanh,1,1,0.936308926780341,0.9454727363681841,0.9287469287469288,0.9370352007932573
343,"svm, neural_network",tanh,1,10,0.9350551654964895,0.9184731385485391,0.9577395577395578,0.9376954534520087
344,"svm, neural_network",tanh,1,20,0.936308926780341,0.9454727363681841,0.9287469287469288,0.9370352007932573
345,"svm, neural_network",tanh,10,1,0.9242728184553661,0.9656098871574422,0.8830466830466831,0.9224845995893224
346,"svm, neural_network",tanh,10,10,0.9230190571715146,0.9354838709677419,0.912039312039312,0.9236128390146803
347,"svm, neural_network",tanh,10,20,0.9242728184553661,0.9656098871574422,0.8830466830466831,0.9224845995893224
348,"svm, neural_network",tanh,25,1,0.5102808425275828,0.5102808425275828,1.0,0.6757429852233107
349,"svm, neural_network",tanh,25,10,0.9230190571715146,0.9354838709677419,0.912039312039312,0.9236128390146803
350,"svm, neural_network",tanh,25,20,0.9350551654964895,0.9184731385485391,0.9577395577395578,0.9376954534520087
351,"svm, neural_network",relu,1,1,0.9350551654964895,0.9184731385485391,0.9577395577395578,0.9376954534520087
352,"svm, neural_network",relu,1,10,0.9350551654964895,0.9184731385485391,0.9577395577395578,0.9376954534520087
353,"svm, neural_network",relu,1,20,0.936308926780341,0.9454727363681841,0.9287469287469288,0.9370352007932573
354,"svm, neural_network",relu,10,1,0.48971915747241723,0.0,0.0,0.0
355,"svm, neural_network",relu,10,10,0.9350551654964895,0.9184731385485391,0.9577395577395578,0.9376954534520087
356,"svm, neural_network",relu,10,20,0.936308926780341,0.9454727363681841,0.9287469287469288,0.9370352007932573
357,"svm, neural_network",relu,25,1,0.5102808425275828,0.5102808425275828,1.0,0.6757429852233107
358,"svm, neural_network",relu,25,10,0.48971915747241723,0.0,0.0,0.0
359,"svm, neural_network",relu,25,20,0.9350551654964895,0.9184731385485391,0.9577395577395578,0.9376954534520087
360,"svm, log_reg",identity,1,1,0.936308926780341,0.9454727363681841,0.9287469287469288,0.9370352007932573
361,"svm, log_reg",identity,1,10,0.936308926780341,0.9454727363681841,0.9287469287469288,0.9370352007932573
362,"svm, log_reg",identity,1,20,0.936308926780341,0.9454727363681841,0.9287469287469288,0.9370352007932573
363,"svm, log_reg",identity,10,1,0.936308926780341,0.9454727363681841,0.9287469287469288,0.9370352007932573
364,"svm, log_reg",identity,10,10,0.936308926780341,0.9454727363681841,0.9287469287469288,0.9370352007932573
365,"svm, log_reg",identity,10,20,0.936308926780341,0.9454727363681841,0.9287469287469288,0.9370352007932573
366,"svm, log_reg",identity,25,1,0.936308926780341,0.9454727363681841,0.9287469287469288,0.9370352007932573
367,"svm, log_reg",identity,25,10,0.936308926780341,0.9454727363681841,0.9287469287469288,0.9370352007932573
368,"svm, log_reg",identity,25,20,0.936308926780341,0.9454727363681841,0.9287469287469288,0.9370352007932573
369,"svm, log_reg",logistic,1,1,0.936308926780341,0.9454727363681841,0.9287469287469288,0.9370352007932573
370,"svm, log_reg",logistic,1,10,0.936308926780341,0.9454727363681841,0.9287469287469288,0.9370352007932573
371,"svm, log_reg",logistic,1,20,0.936308926780341,0.9454727363681841,0.9287469287469288,0.9370352007932573
372,"svm, log_reg",logistic,10,1,0.48971915747241723,0.0,0.0,0.0
373,"svm, log_reg",logistic,10,10,0.48971915747241723,0.0,0.0,0.0
374,"svm, log_reg",logistic,10,20,0.5102808425275828,0.5102808425275828,1.0,0.6757429852233107
375,"svm, log_reg",logistic,25,1,0.5102808425275828,0.5102808425275828,1.0,0.6757429852233107
376,"svm, log_reg",logistic,25,10,0.48971915747241723,0.0,0.0,0.0
377,"svm, log_reg",logistic,25,20,0.48971915747241723,0.0,0.0,0.0
378,"svm, log_reg",tanh,1,1,0.936308926780341,0.9454727363681841,0.9287469287469288,0.9370352007932573
379,"svm, log_reg",tanh,1,10,0.936308926780341,0.9454727363681841,0.9287469287469288,0.9370352007932573
380,"svm, log_reg",tanh,1,20,0.936308926780341,0.9454727363681841,0.9287469287469288,0.9370352007932573
381,"svm, log_reg",tanh,10,1,0.936308926780341,0.9454727363681841,0.9287469287469288,0.9370352007932573
382,"svm, log_reg",tanh,10,10,0.936308926780341,0.9454727363681841,0.9287469287469288,0.9370352007932573
383,"svm, log_reg",tanh,10,20,0.936308926780341,0.9454727363681841,0.9287469287469288,0.9370352007932573
384,"svm, log_reg",tanh,25,1,0.5102808425275828,0.5102808425275828,1.0,0.6757429852233107
385,"svm, log_reg",tanh,25,10,0.9235205616850551,0.9486514522821576,0.8987714987714988,0.9230381024476407
386,"svm, log_reg",tanh,25,20,0.936308926780341,0.9454727363681841,0.9287469287469288,0.9370352007932573
387,"svm, log_reg",relu,1,1,0.936308926780341,0.9454727363681841,0.9287469287469288,0.9370352007932573
388,"svm, log_reg",relu,1,10,0.936308926780341,0.9454727363681841,0.9287469287469288,0.9370352007932573
389,"svm, log_reg",relu,1,20,0.936308926780341,0.9454727363681841,0.9287469287469288,0.9370352007932573
390,"svm, log_reg",relu,10,1,0.48971915747241723,0.0,0.0,0.0
391,"svm, log_reg",relu,10,10,0.936308926780341,0.9454727363681841,0.9287469287469288,0.9370352007932573
392,"svm, log_reg",relu,10,20,0.936308926780341,0.9454727363681841,0.9287469287469288,0.9370352007932573
393,"svm, log_reg",relu,25,1,0.5102808425275828,0.5102808425275828,1.0,0.6757429852233107
394,"svm, log_reg",relu,25,10,0.48971915747241723,0.0,0.0,0.0
395,"svm, log_reg",relu,25,20,0.936308926780341,0.9454727363681841,0.9287469287469288,0.9370352007932573
396,"svm, knn",identity,1,1,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
397,"svm, knn",identity,1,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
398,"svm, knn",identity,1,20,0.9139919759277834,0.96843853820598,0.8594594594594595,0.9107003384535277
399,"svm, knn",identity,10,1,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
400,"svm, knn",identity,10,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
401,"svm, knn",identity,10,20,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
402,"svm, knn",identity,25,1,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
403,"svm, knn",identity,25,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
404,"svm, knn",identity,25,20,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
405,"svm, knn",logistic,1,1,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
406,"svm, knn",logistic,1,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
407,"svm, knn",logistic,1,20,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
408,"svm, knn",logistic,10,1,0.48971915747241723,0.0,0.0,0.0
409,"svm, knn",logistic,10,10,0.48971915747241723,0.0,0.0,0.0
410,"svm, knn",logistic,10,20,0.5102808425275828,0.5102808425275828,1.0,0.6757429852233107
411,"svm, knn",logistic,25,1,0.5102808425275828,0.5102808425275828,1.0,0.6757429852233107
412,"svm, knn",logistic,25,10,0.48971915747241723,0.0,0.0,0.0
413,"svm, knn",logistic,25,20,0.48971915747241723,0.0,0.0,0.0
414,"svm, knn",tanh,1,1,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
415,"svm, knn",tanh,1,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
416,"svm, knn",tanh,1,20,0.9139919759277834,0.96843853820598,0.8594594594594595,0.9107003384535277
417,"svm, knn",tanh,10,1,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
418,"svm, knn",tanh,10,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
419,"svm, knn",tanh,10,20,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
420,"svm, knn",tanh,25,1,0.5102808425275828,0.5102808425275828,1.0,0.6757429852233107
421,"svm, knn",tanh,25,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
422,"svm, knn",tanh,25,20,0.9139919759277834,0.96843853820598,0.8594594594594595,0.9107003384535277
423,"svm, knn",relu,1,1,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
424,"svm, knn",relu,1,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
425,"svm, knn",relu,1,20,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
426,"svm, knn",relu,10,1,0.48971915747241723,0.0,0.0,0.0
427,"svm, knn",relu,10,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
428,"svm, knn",relu,10,20,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
429,"svm, knn",relu,25,1,0.5102808425275828,0.5102808425275828,1.0,0.6757429852233107
430,"svm, knn",relu,25,10,0.48971915747241723,0.0,0.0,0.0
431,"svm, knn",relu,25,20,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
432,"neural_network, log_reg",identity,1,1,0.9230190571715146,0.9354838709677419,0.912039312039312,0.9236128390146803
433,"neural_network, log_reg",identity,1,10,0.9230190571715146,0.9354838709677419,0.912039312039312,0.9236128390146803
434,"neural_network, log_reg",identity,1,20,0.9230190571715146,0.9354838709677419,0.912039312039312,0.9236128390146803
435,"neural_network, log_reg",identity,10,1,0.9230190571715146,0.9354838709677419,0.912039312039312,0.9236128390146803
436,"neural_network, log_reg",identity,10,10,0.9230190571715146,0.9354838709677419,0.912039312039312,0.9236128390146803
437,"neural_network, log_reg",identity,10,20,0.9230190571715146,0.9354838709677419,0.912039312039312,0.9236128390146803
438,"neural_network, log_reg",identity,25,1,0.9230190571715146,0.9354838709677419,0.912039312039312,0.9236128390146803
439,"neural_network, log_reg",identity,25,10,0.9230190571715146,0.9354838709677419,0.912039312039312,0.9236128390146803
440,"neural_network, log_reg",identity,25,20,0.9230190571715146,0.9354838709677419,0.912039312039312,0.9236128390146803
441,"neural_network, log_reg",logistic,1,1,0.9230190571715146,0.9354838709677419,0.912039312039312,0.9236128390146803
442,"neural_network, log_reg",logistic,1,10,0.9230190571715146,0.9354838709677419,0.912039312039312,0.9236128390146803
443,"neural_network, log_reg",logistic,1,20,0.9230190571715146,0.9354838709677419,0.912039312039312,0.9236128390146803
444,"neural_network, log_reg",logistic,10,1,0.48971915747241723,0.0,0.0,0.0
445,"neural_network, log_reg",logistic,10,10,0.48971915747241723,0.0,0.0,0.0
446,"neural_network, log_reg",logistic,10,20,0.5102808425275828,0.5102808425275828,1.0,0.6757429852233107
447,"neural_network, log_reg",logistic,25,1,0.5102808425275828,0.5102808425275828,1.0,0.6757429852233107
448,"neural_network, log_reg",logistic,25,10,0.48971915747241723,0.0,0.0,0.0
449,"neural_network, log_reg",logistic,25,20,0.48971915747241723,0.0,0.0,0.0
450,"neural_network, log_reg",tanh,1,1,0.9230190571715146,0.9354838709677419,0.912039312039312,0.9236128390146803
451,"neural_network, log_reg",tanh,1,10,0.9230190571715146,0.9354838709677419,0.912039312039312,0.9236128390146803
452,"neural_network, log_reg",tanh,1,20,0.9230190571715146,0.9354838709677419,0.912039312039312,0.9236128390146803
453,"neural_network, log_reg",tanh,10,1,0.9230190571715146,0.9354838709677419,0.912039312039312,0.9236128390146803
454,"neural_network, log_reg",tanh,10,10,0.9230190571715146,0.9354838709677419,0.912039312039312,0.9236128390146803
455,"neural_network, log_reg",tanh,10,20,0.9230190571715146,0.9354838709677419,0.912039312039312,0.9236128390146803
456,"neural_network, log_reg",tanh,25,1,0.5102808425275828,0.5102808425275828,1.0,0.6757429852233107
457,"neural_network, log_reg",tanh,25,10,0.9170010030090271,0.9531914893617022,0.8805896805896806,0.9154533844189017
458,"neural_network, log_reg",tanh,25,20,0.9245235707121364,0.9089622641509434,0.946928746928747,0.9275571600481348
459,"neural_network, log_reg",relu,1,1,0.9230190571715146,0.9354838709677419,0.912039312039312,0.9236128390146803
460,"neural_network, log_reg",relu,1,10,0.9230190571715146,0.9354838709677419,0.912039312039312,0.9236128390146803
461,"neural_network, log_reg",relu,1,20,0.9230190571715146,0.9354838709677419,0.912039312039312,0.9236128390146803
462,"neural_network, log_reg",relu,10,1,0.48971915747241723,0.0,0.0,0.0
463,"neural_network, log_reg",relu,10,10,0.9230190571715146,0.9354838709677419,0.912039312039312,0.9236128390146803
464,"neural_network, log_reg",relu,10,20,0.9230190571715146,0.9354838709677419,0.912039312039312,0.9236128390146803
465,"neural_network, log_reg",relu,25,1,0.5102808425275828,0.5102808425275828,1.0,0.6757429852233107
466,"neural_network, log_reg",relu,25,10,0.48971915747241723,0.0,0.0,0.0
467,"neural_network, log_reg",relu,25,20,0.9230190571715146,0.9354838709677419,0.912039312039312,0.9236128390146803
468,"neural_network, knn",identity,1,1,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
469,"neural_network, knn",identity,1,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
470,"neural_network, knn",identity,1,20,0.905717151454363,0.8633377135348226,0.9685503685503686,0.9129226493747105
471,"neural_network, knn",identity,10,1,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
472,"neural_network, knn",identity,10,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
473,"neural_network, knn",identity,10,20,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
474,"neural_network, knn",identity,25,1,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
475,"neural_network, knn",identity,25,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
476,"neural_network, knn",identity,25,20,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
477,"neural_network, knn",logistic,1,1,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
478,"neural_network, knn",logistic,1,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
479,"neural_network, knn",logistic,1,20,0.905717151454363,0.8633377135348226,0.9685503685503686,0.9129226493747105
480,"neural_network, knn",logistic,10,1,0.48971915747241723,0.0,0.0,0.0
481,"neural_network, knn",logistic,10,10,0.48971915747241723,0.0,0.0,0.0
482,"neural_network, knn",logistic,10,20,0.5102808425275828,0.5102808425275828,1.0,0.6757429852233107
483,"neural_network, knn",logistic,25,1,0.5102808425275828,0.5102808425275828,1.0,0.6757429852233107
484,"neural_network, knn",logistic,25,10,0.48971915747241723,0.0,0.0,0.0
485,"neural_network, knn",logistic,25,20,0.48971915747241723,0.0,0.0,0.0
486,"neural_network, knn",tanh,1,1,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
487,"neural_network, knn",tanh,1,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
488,"neural_network, knn",tanh,1,20,0.905717151454363,0.8633377135348226,0.9685503685503686,0.9129226493747105
489,"neural_network, knn",tanh,10,1,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
490,"neural_network, knn",tanh,10,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
491,"neural_network, knn",tanh,10,20,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
492,"neural_network, knn",tanh,25,1,0.5102808425275828,0.5102808425275828,1.0,0.6757429852233107
493,"neural_network, knn",tanh,25,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
494,"neural_network, knn",tanh,25,20,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
495,"neural_network, knn",relu,1,1,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
496,"neural_network, knn",relu,1,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
497,"neural_network, knn",relu,1,20,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
498,"neural_network, knn",relu,10,1,0.48971915747241723,0.0,0.0,0.0
499,"neural_network, knn",relu,10,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
500,"neural_network, knn",relu,10,20,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
501,"neural_network, knn",relu,25,1,0.5102808425275828,0.5102808425275828,1.0,0.6757429852233107
502,"neural_network, knn",relu,25,10,0.48971915747241723,0.0,0.0,0.0
503,"neural_network, knn",relu,25,20,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
504,"log_reg, knn",identity,1,1,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
505,"log_reg, knn",identity,1,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
506,"log_reg, knn",identity,1,20,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
507,"log_reg, knn",identity,10,1,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
508,"log_reg, knn",identity,10,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
509,"log_reg, knn",identity,10,20,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
510,"log_reg, knn",identity,25,1,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
511,"log_reg, knn",identity,25,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
512,"log_reg, knn",identity,25,20,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
513,"log_reg, knn",logistic,1,1,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
514,"log_reg, knn",logistic,1,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
515,"log_reg, knn",logistic,1,20,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
516,"log_reg, knn",logistic,10,1,0.48971915747241723,0.0,0.0,0.0
517,"log_reg, knn",logistic,10,10,0.48971915747241723,0.0,0.0,0.0
518,"log_reg, knn",logistic,10,20,0.5102808425275828,0.5102808425275828,1.0,0.6757429852233107
519,"log_reg, knn",logistic,25,1,0.5102808425275828,0.5102808425275828,1.0,0.6757429852233107
520,"log_reg, knn",logistic,25,10,0.48971915747241723,0.0,0.0,0.0
521,"log_reg, knn",logistic,25,20,0.48971915747241723,0.0,0.0,0.0
522,"log_reg, knn",tanh,1,1,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
523,"log_reg, knn",tanh,1,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
524,"log_reg, knn",tanh,1,20,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
525,"log_reg, knn",tanh,10,1,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
526,"log_reg, knn",tanh,10,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
527,"log_reg, knn",tanh,10,20,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
528,"log_reg, knn",tanh,25,1,0.5102808425275828,0.5102808425275828,1.0,0.6757429852233107
529,"log_reg, knn",tanh,25,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
530,"log_reg, knn",tanh,25,20,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
531,"log_reg, knn",relu,1,1,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
532,"log_reg, knn",relu,1,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
533,"log_reg, knn",relu,1,20,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
534,"log_reg, knn",relu,10,1,0.48971915747241723,0.0,0.0,0.0
535,"log_reg, knn",relu,10,10,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
536,"log_reg, knn",relu,10,20,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
537,"log_reg, knn",relu,25,1,0.5102808425275828,0.5102808425275828,1.0,0.6757429852233107
538,"log_reg, knn",relu,25,10,0.48971915747241723,0.0,0.0,0.0
539,"log_reg, knn",relu,25,20,0.8896690070210632,0.8884559181685339,0.8963144963144963,0.8923679060665364
540,"ridge, svm, neural_network",identity,1,1,0.9325476429287863,0.9371287128712872,0.9302211302211302,0.9336621454993834
541,"ridge, svm, neural_network",identity,1,10,0.9325476429287863,0.9371287128712872,0.9302211302211302,0.9336621454993834
542,"ridge, svm, neural_network",identity,1,20,0.9325476429287863,0.9371287128712872,0.9302211302211302,0.9336621454993834
543,"ridge, svm, neural_network",identity,10,1,0.9325476429287863,0.9371287128712872,0.9302211302211302,0.9336621454993834
544,"ridge, svm, neural_network",identity,10,10,0.9325476429287863,0.9371287128712872,0.9302211302211302,0.9336621454993834
545,"ridge, svm, neural_network",identity,10,20,0.9325476429287863,0.9371287128712872,0.9302211302211302,0.9336621454993834
546,"ridge, svm, neural_network",identity,25,1,0.48971915747241723,0.0,0.0,0.0
547,"ridge, svm, neural_network",identity,25,10,0.922517552657974,0.9453044375644994,0.9002457002457003,0.9222250188774226
548,"ridge, svm, neural_network",identity,25,20,0.9325476429287863,0.9371287128712872,0.9302211302211302,0.9336621454993834
549,"ridge, svm, neural_network",logistic,1,1,0.9325476429287863,0.9371287128712872,0.9302211302211302,0.9336621454993834
550,"ridge, svm, neural_network",logistic,1,10,0.9325476429287863,0.9371287128712872,0.9302211302211302,0.9336621454993834
551,"ridge, svm, neural_network",logistic,1,20,0.9325476429287863,0.9371287128712872,0.9302211302211302,0.9336621454993834
552,"ridge, svm, neural_network",logistic,10,1,0.48971915747241723,0.0,0.0,0.0
553,"ridge, svm, neural_network",logistic,10,10,0.48971915747241723,0.0,0.0,0.0
554,"ridge, svm, neural_network",logistic,10,20,0.5102808425275828,0.5102808425275828,1.0,0.6757429852233107
555,"ridge, svm, neural_network",logistic,25,1,0.5102808425275828,0.5102808425275828,1.0,0.6757429852233107
556,"ridge, svm, neural_network",logistic,25,10,0.48971915747241723,0.0,0.0,0.0
557,"ridge, svm, neural_network",logistic,25,20,0.48971915747241723,0.0,0.0,0.0
558,"ridge, svm, neural_network",tanh,1,1,0.9325476429287863,0.9371287128712872,0.9302211302211302,0.9336621454993834
